"category","expertneeded","length","name","stub"
"Category:Statistical software",False,9598,"Tableau Software",False
"Category:Multivariate statistics",False,1740,"Semantic mapping (statistics)",False
"Category:Decision theory",False,3676,"Inter-Collegiate policy debate",False
"Category:Data collection",False,1572,"Mbsf",False
"Category:Statistics stubs",False,2748,"Odd Aalen",False
"Category:Decision theory",False,68225,"Local government",False
"Category:Fields of application of statistics",False,3022,"Distance matrix",False
"Category:Computational statistics",False,9633,"K-means++",False
"Category:Statistical software",False,7761,"Neurophysiological Biomarker Toolbox",False
"Category:Regression analysis",True,7686,"Bayesian information criterion",False
"Category:Statistical tests",False,10937,"Normality test",False
"Category:Statistical charts and diagrams",False,5092,"Carpet plot",False
"Category:Statistical data types",False,24717,"United States Consumer Price Index",False
"Category:Decision theory",False,19105,"The Edelstein Center for Social Research",False
"Category:Information, knowledge, and uncertainty",False,14050,"Insurance policy",False
"Category:Statisticians",False,4292,"Martin Wilk",False
"Category:Statistical data sets",False,4499,"Disadvantaged",False
"Category:Statistical data sets",False,189371,"Demographics of Russia",False
"Category:Fields of application of statistics",False,8986,"Weighted network",False
"Category:Stochastic processes",False,1877,"Random geometric graph",False
"Category:Fields of application of statistics",False,3305,"Ergodic process",False
"Category:Fields of application of statistics",False,12256,"Feature detection (computer vision)",False
"Category:Fields of application of statistics",False,1612,"Office of the Chief Actuary",False
"Category:Data analysis",False,3503,"Reactive business intelligence",False
"Category:Fields of application of statistics",False,30033,"Photo CD",False
"Category:Fields of application of statistics",False,2538,"Continuous test-driven development",False
"Category:Statistical data sets",False,8393,"Water-energy nexus",False
"Category:Fields of application of statistics",False,1278,"Systemic problem",False
"Category:Information, knowledge, and uncertainty",False,3787,"Indrajala",False
"Category:Data collection",False,1592,"Interviewer effect",False
"Category:Rankings",False,7712,"International rankings of Lebanon",False
"Category:Statisticians",False,3649,"Peter Green (statistician)",False
"Category:Information, knowledge, and uncertainty",False,1960,"RDF/XML",False
"Category:Statistical data sets",False,6192,"Adrian Holovaty",False
"Category:Fields of application of statistics",False,3563,"Peter Smith (epidemiologist)",False
"Category:Fields of application of statistics",False,20169,"Pest insect population dynamics",False
"Category:Statistical data sets",False,10197,"Demographics of Alaska",False
"Category:Decision theory",False,18032,"Endowment effect",False
"Category:Data collection",False,24898,"Protect America Act of 2007",False
"Category:Decision theory",False,5173,"Security studies",False
"Category:Statistical organizations",False,5893,"United Nations Statistical Commission",False
"Category:Statistical theory",False,856,"Channel use",False
"Category:Fields of application of statistics",False,24149,"Edge detection",False
"Category:Decision theory",False,24954,"Biopower",False
"Category:Information, knowledge, and uncertainty",False,4894,"Logic Programming Associates",False
"Category:Statistical data sets",False,1151,"Visible balance",False
"Category:Information, knowledge, and uncertainty",False,663,"Ontology versioning",False
"Category:Fields of application of statistics",False,29195,"Microprocessor chronology",False
"Category:Probability distributions",False,2827,"Khintchine inequality",False
"Category:Decision theory",False,3604,"Ulster Unionist Chief Whip",False
"Category:Probability distributions",False,2235,"Standardized moment",False
"Category:Data collection",False,33327,"Theoretical astronomy",False
"Category:Statistical tests",False,15071,"McNemar's test",False
"Category:Stochastic processes",False,4939,"Wold's theorem",False
"Category:Statistical charts and diagrams",False,3854,"Volcano plot (statistics)",False
"Category:Statistical data coding",False,30371,"Burgenland",False
"Category:Statistics stubs",False,857,"Conditional change model",True
"Category:Statisticians",False,4388,"Khandkar Manwar Hossain",False
"Category:Decision theory",False,10009,"The enemy of my enemy is my friend",False
"Category:Data collection",False,23471,"Mata Hari",False
"Category:Data collection",False,4514,"Intelligence collection plan",False
"Category:Statistical data sets",False,3458,"Census Enumerators' Books",False
"Category:Statistical tests",False,5319,"Multinomial test",False
"Category:Statistical data sets",False,1722,"Primary poverty",False
"Category:Decision theory",False,14645,"Functionalism (international relations)",False
"Category:Statisticians",False,4982,"Janet L. Norwood",False
"Category:Statistical deviation and dispersion",False,10618,"Bhattacharyya distance",False
"Category:Decision theory",False,15369,"Cicada 3301",False
"Category:Probability distributions",False,3432,"Probability integral transform",False
"Category:Statistics",False,9036,"Multivariate testing in marketing",False
"Category:Multivariate statistics",False,8033,"Kernel principal component analysis",False
"Category:Fields of application of statistics",False,6837,"Emigration from Colombia",False
"Category:Multivariate statistics",False,21837,"Automated essay scoring",False
"Category:Decision theory",False,24911,"Electoral geography",False
"Category:Fields of application of statistics",False,7831,"Brown note",False
"Category:Information, knowledge, and uncertainty",False,1022,"Ray Hammond",False
"Category:Fields of application of statistics",False,4380,"Forest fire weather index",False
"Category:Fields of application of statistics",False,1416,"Cattle creep",False
"Category:Decision theory",False,5149,"Utility monster",False
"Category:Statistical data coding",False,20567,"Saxony-Anhalt",False
"Category:Statistical theory",False,38402,"Quality of service",False
"Category:Statistical theory",False,7629,"Hamming distance",False
"Category:Fields of application of statistics",False,3243,"Zero crossing",False
"Category:Statistics stubs",False,2837,"Anders Nicolai Kiær",False
"Category:Statisticians",False,12470,"Sheila Bird",False
"Category:Statistics",False,2513,"One in ten rule",True
"Category:Statistical charts and diagrams",False,10227,"Log-log plot",False
"Category:Statistical data sets",False,16242,"Demographics of the Isle of Man",False
"Category:Design of experiments",False,13067,"Most-perfect magic square",False
"Category:Information, knowledge, and uncertainty",False,23448,"Uniform resource identifier",False
"Category:Fields of application of statistics",False,39506,"Progeria",False
"Category:Fields of application of statistics",False,10521,"Spectrometer",False
"Category:Information, knowledge, and uncertainty",False,49064,"Music industry",False
"Category:Survey methodology",False,1516,"European System of Accounts",False
"Category:Data collection",False,85095,"2010 Hong Kong electoral reform",False
"Category:Statistical theory",False,7620,"Model selection",False
"Category:Statistics stubs",False,1590,"1961 Census of India",True
"Category:Fields of application of statistics",False,11854,"Intergenerationality",False
"Category:Decision theory",False,2385,"Overvote",False
"Category:Statistical data coding",False,40,"ISO 3166-1:RS",False
"Category:Fields of application of statistics",False,4947,"Purple fringing",False
"Category:Decision theory",False,2772,"Shannon switching game",False
"Category:Statistical data coding",False,9117,"Local administrative unit",False
"Category:Statistical data coding",False,149471,"Denmark",False
"Category:Multivariate statistics",False,19504,"Locality-sensitive hashing",False
"Category:Fields of application of statistics",False,4774,"Mathematics and Computing Engineering",False
"Category:Probability distributions",False,2511,"Crystal Ball function",False
"Category:Statistical organizations",False,856,"CIREQ",False
"Category:Statistical data sets",False,17995,"Demographics of Malawi",False
"Category:Statisticians",False,8757,"Alexander Aitken",False
"Category:Fields of application of statistics",False,16861,"Fuzz testing",False
"Category:Decision theory",False,20090,"Vote pairing",False
"Category:Decision theory",False,45450,"Arctic policy of the United States",False
"Category:Fields of application of statistics",False,6009,"Pseudo-Boolean function",False
"Category:Information, knowledge, and uncertainty",False,8009,"Adelphi Charter",False
"Category:Decision theory",False,21005,"Hawthorne effect",False
"Category:Fields of application of statistics",False,4420,"Canadian Environmental Sustainability Indicators",False
"Category:Statisticians",False,5791,"George Arthur Frederick Seber",False
"Category:Decision theory",False,1611,"Two-level game theory",False
"Category:Data analysis",False,3840,"Generalization error",False
"Category:Data collection",False,12610,"Nuclear MASINT",False
"Category:Statistical data coding",False,7258,"Federal Information Processing Standards",False
"Category:Information, knowledge, and uncertainty",False,4286,"Gene Ontology Term Enrichment",False
"Category:Statistical data sets",False,12282,"Police National Computer",False
"Category:Rankings",False,46079,"Truly Strong Universities",False
"Category:Statistical principles",True,1589,"Principle of marginality",False
"Category:Statistical data types",False,2581,"Cost-weighted activity index",False
"Category:Statistical tests",False,10821,"One-way analysis of variance",False
"Category:Fields of application of statistics",False,13504,"Dimitrios Trichopoulos",False
"Category:Sampling (statistics)",False,13821,"Survivorship bias",False
"Category:Summary statistics",False,78,"Modified mean",False
"Category:Fields of application of statistics",False,4259,"Menger's theorem",False
"Category:Design of experiments",False,3821,"Millennium Cohort Study",False
"Category:Information, knowledge, and uncertainty",False,7667,"Schema.org",False
"Category:Statistical data sets",False,29908,"Rail usage statistics by country",False
"Category:Decision theory",False,21907,"Health management system",False
"Category:Statistics stubs",False,1918,"Computational Statistics (journal)",True
"Category:Fields of application of statistics",False,4137,"Pairwise error probability",False
"Category:Statistical data coding",False,5716,"NUTS of Hungary",False
"Category:Fields of application of statistics",False,2133,"Cancer survival rates",False
"Category:Fields of application of statistics",False,6417,"Parameter identification problem",False
"Category:Statistical inference",False,44746,"Inductive probability",False
"Category:Decision theory",False,10491,"Metagaming",False
"Category:Statistical theory",False,9299,"Completeness (statistics)",False
"Category:Probability distributions",False,13482,"Generalized extreme value distribution",False
"Category:Statistical theory",False,2186,"Pignistic probability",False
"Category:Fields of application of statistics",False,19486,"Crop diversity",False
"Category:Decision theory",False,7998,"Tragedy of the anticommons",False
"Category:Fields of application of statistics",False,7248,"SOCET SET",False
"Category:Statistical theory",False,11533,"Lindley's paradox",False
"Category:Statisticians",False,3968,"Lyndhurst Giblin",False
"Category:Statistical data coding",False,4239,"ISO 3166-2:CH",False
"Category:Data collection",False,16626,"GLOBE at Night",False
"Category:Information, knowledge, and uncertainty",False,2743,"Needle time",False
"Category:Fields of application of statistics",False,16370,"Vertebrate and Genome Annotation Project",False
"Category:Probability distributions",False,13722,"Log-logistic distribution",False
"Category:Probability distributions",False,2826,"Free Poisson distribution",False
"Category:Fields of application of statistics",False,40379,"Safe sex",False
"Category:Fields of application of statistics",False,2655,"Truncated regression model",True
"Category:Stochastic processes",False,2331,"Martingale central limit theorem",False
"Category:Fields of application of statistics",False,14843,"Spermatozoon",False
"Category:Fields of application of statistics",False,5271,"Yield spread",False
"Category:Decision theory",False,3915,"Child safeguarding",False
"Category:Statistical theory",False,8651,"Rate function",False
"Category:Data analysis",False,2168,"NOPAT",False
"Category:Fields of application of statistics",False,7824,"Dcraw",False
"Category:Statistical theory",False,10157,"Quantum capacity",False
"Category:Statistical software",False,12155,"ELKI",False
"Category:Decision theory",False,1880,"Steve Alpern",False
"Category:Statistical data sets",False,30118,"Origins of Falkland Islanders",False
"Category:Statistical data sets",False,6128,"Demographics of Saint Kitts and Nevis",False
"Category:Statistical data coding",False,4097,"ISO 3166-2:CI",False
"Category:Statistical theory",False,2932,"Triangular network coding",False
"Category:Fields of application of statistics",False,5776,"Apple Icon Image format",False
"Category:Data analysis",False,4455,"Microsoft Network Monitor",False
"Category:Statistics stubs",False,1216,"Conditional probability table",True
"Category:Statistical theory",False,5476,"String kernel",False
"Category:Information, knowledge, and uncertainty",False,1054,"Underinsured",False
"Category:Fields of application of statistics",False,21269,"Work breakdown structure",False
"Category:Fields of application of statistics",False,5134,"Fred Wabwire-Mangen",False
"Category:Fields of application of statistics",False,42143,"Flow cytometry bioinformatics",False
"Category:Decision theory",False,3720,"Region-beta paradox",False
"Category:Statistical data sets",False,6835,"Crime mapping",False
"Category:Statistical data coding",False,47664,"Campania",False
"Category:Data collection",False,1038,"Environmental error",False
"Category:Statistical data coding",False,45,"ISO 3166-1:SV",False
"Category:Statistical data sets",False,1265,"Broad Economic Categories",False
"Category:Fields of application of statistics",False,12870,"NodeXL",False
"Category:Information, knowledge, and uncertainty",False,50006,"Deception in animals",False
"Category:Information, knowledge, and uncertainty",False,42548,"Independence of irrelevant alternatives",False
"Category:Fields of application of statistics",False,20044,"X-Machine Testing",False
"Category:Rankings",False,71412,"Performance Ranking of Scientific Papers for World Universities",False
"Category:Data analysis",False,2229,"WarVOX",False
"Category:Fields of application of statistics",False,5515,"Instantaneous phase",False
"Category:Data collection",False,7920,"Naval Intelligence Handbooks",False
"Category:Decision theory",False,3145,"Decision model",False
"Category:Statistical data sets",False,5486,"Living Costs and Food Survey",False
"Category:Data collection",False,848,"High time-resolution astrophysics",False
"Category:Decision theory",False,30966,"Denialism",False
"Category:Decision theory",False,2185,"Model-based reasoning",False
"Category:Information, knowledge, and uncertainty",False,1346,"Reification (knowledge representation)",False
"Category:Stochastic processes",False,13325,"Ornstein–Uhlenbeck process",False
"Category:Statistical dependence",False,3562,"Conditional dependence",False
"Category:Data collection",False,723,"Large Lakes Observatory",False
"Category:Data collection",False,73256,"Dimensional analysis",False
"Category:Statistical data coding",False,7899,"NUTS of Spain",False
"Category:Computational statistics",False,4384,"Control variates",False
"Category:Information, knowledge, and uncertainty",False,909,"Completeness (knowledge bases)",False
"Category:Fields of application of statistics",False,6511,"Spatial epidemiology",False
"Category:Statistical data types",False,5113,"CIRI Human Rights Data Project",False
"Category:Statistical organizations",False,2777,"Keith Hall (Commissioner)",False
"Category:Decision theory",False,3821,"Co-option",False
"Category:Data analysis",False,6778,"Relationship square",False
"Category:Fields of application of statistics",False,51238,"Human impact on the environment",False
"Category:Statistical data types",False,8982,"Retail Price Index",False
"Category:Statisticians",False,2581,"Frederick Ludwig Hoffman",False
"Category:Regression analysis",False,11033,"Nonparametric regression",False
"Category:Fields of application of statistics",False,4141,"Chemisches Zentralblatt",False
"Category:Computational statistics",False,3572,"K-medians clustering",True
"Category:Misuse of statistics",False,2929,"Circular analysis",True
"Category:Fields of application of statistics",False,1283,"Industrial engineering and operations research",False
"Category:Fields of application of statistics",False,1672,"Self-concordant function",False
"Category:Data collection",False,39364,"Intelligence cycle management",False
"Category:Fields of application of statistics",False,14427,"Super-resolution optical fluctuation imaging",False
"Category:Fields of application of statistics",False,2223,"MUSHRA",False
"Category:Fields of application of statistics",False,64587,"Civilization",False
"Category:Data collection",False,7220,"Oracle Big Data Appliance",False
"Category:Stochastic processes",False,9012,"Branching process",False
"Category:Fields of application of statistics",False,1951,"Defects per million opportunities",False
"Category:Decision theory",False,4464,"Madrid Principles",False
"Category:Fields of application of statistics",False,21551,"Molecular pathological epidemiology",False
"Category:Statistical theory",False,7039,"Multivariate mutual information",False
"Category:Stochastic processes",False,2878,"Gang scheduling",False
"Category:Probability distributions",False,2520,"Matrix gamma distribution",False
"Category:Fields of application of statistics",False,96,"Transform domain",False
"Category:Information, knowledge, and uncertainty",False,20020,"Record label",False
"Category:Decision theory",False,21879,"Movie production incentives in the United States",False
"Category:Fields of application of statistics",False,27943,"Dynamic range",False
"Category:Fields of application of statistics",False,8316,"Adaptive histogram equalization",False
"Category:Statisticians",False,12073,"Sir Charles Lemon, 2nd Baronet",False
"Category:Misuse of statistics",False,8352,"Lies, damned lies, and statistics",False
"Category:Fields of application of statistics",False,1866,"Network probability matrix",True
"Category:Information, knowledge, and uncertainty",False,8859,"Sweat of the brow",False
"Category:Statistical data sets",False,5226,"Citizen Weather Observer Program",False
"Category:Fields of application of statistics",False,10947,"X-ray microtomography",False
"Category:Statistics stubs",False,855,"Poisson hidden Markov model",True
"Category:Information, knowledge, and uncertainty",False,5248,"Makers: The New Industrial Revolution",False
"Category:Fields of application of statistics",False,1523,"Trailing interest",False
"Category:Decision theory",False,36019,"Dilemma of determinism",False
"Category:Decision theory",False,4079,"Michael Maschler",False
"Category:Decision theory",False,3621,"Computer Olympiad",False
"Category:Fields of application of statistics",False,4317,"Smoke testing (software)",False
"Category:Statistical data coding",False,70,"ISO 3166-1:UM",False
"Category:Fields of application of statistics",False,75680,"Focal infection theory",False
"Category:Information, knowledge, and uncertainty",False,4841,"Magda Sawon",False
"Category:Statistical randomness",False,10770,"John Muth",False
"Category:Stochastic processes",False,2178,"Ellis–Numakura lemma",False
"Category:Statistical theory",False,795,"Spherical code",False
"Category:Fields of application of statistics",False,5944,"Student Achievement and School Accountability Programs",False
"Category:Information, knowledge, and uncertainty",False,23242,"Linear belief function",False
"Category:Fields of application of statistics",False,11778,"Black–Scholes equation",False
"Category:Statistical data coding",False,40,"ISO 3166-1:UG",False
"Category:Information, knowledge, and uncertainty",False,8900,"BredoLab botnet",False
"Category:Statistical data coding",False,41,"ISO 3166-1:UA",False
"Category:Statistical data coding",False,1972,"Top-coded",True
"Category:Information, knowledge, and uncertainty",False,12724,"Microinsurance",False
"Category:Information, knowledge, and uncertainty",False,18771,"Shill",False
"Category:Decision theory",False,16906,"Institute of International Relations Prague",False
"Category:Statistical data coding",False,41,"ISO 3166-1:UY",False
"Category:Decision theory",False,11556,"Maximization (psychology)",False
"Category:Statistical data coding",False,44,"ISO 3166-1:UZ",False
"Category:Fields of application of statistics",False,755,"Reliability (research methods)",False
"Category:Statistical organizations",False,3173,"Croatian Bureau of Statistics",False
"Category:Decision theory",False,14348,"Tactical manipulation of runoff voting",False
"Category:Statistics journals",False,1495,"Chilean Journal of Statistics",False
"Category:Statistical data coding",False,47,"ISO 3166-1:US",False
"Category:Information, knowledge, and uncertainty",False,27462,"Botnet",False
"Category:Data analysis",False,4247,"Counternull",True
"Category:Fields of application of statistics",False,9858,"Thomas Hare (political scientist)",False
"Category:Decision theory",False,27332,"Inter-Parliamentary Union",False
"Category:Fields of application of statistics",False,28307,"Hough transform",False
"Category:Decision theory",False,6556,"Theory of Games and Economic Behavior",False
"Category:Fields of application of statistics",False,2507,"CHARGE Study",False
"Category:Fields of application of statistics",False,43101,"Minority stress",False
"Category:Statistical theory",False,19230,"Partition function (mathematics)",False
"Category:Fields of application of statistics",False,3211,"Assist (basketball)",False
"Category:Information, knowledge, and uncertainty",False,12758,"Scientific data archiving",False
"Category:Multivariate statistics",False,3047,"Factor regression model",False
"Category:Fields of application of statistics",False,477,"Penal interest",False
"Category:Fields of application of statistics",False,15098,"Identification of aging in fish",False
"Category:Statistics stubs",False,1061,"Subsetting",True
"Category:Information, knowledge, and uncertainty",False,27102,"Mobile phones on aircraft",False
"Category:Fields of application of statistics",False,5228,"Digital Picture Exchange",False
"Category:Fields of application of statistics",False,3670,"Endemic Bird Areas of the World: Priorities for Biodiversity Conservation",False
"Category:Fields of application of statistics",False,4651,"Prewitt operator",False
"Category:Statistical data coding",False,70139,"Cantabria",False
"Category:Fields of application of statistics",False,12517,"Optimal stopping",False
"Category:Fields of application of statistics",False,89,"MLB statistic",False
"Category:Multivariate statistics",False,8798,"Dimensionality reduction",False
"Category:Data collection",False,4531,"Coded aperture",False
"Category:Decision theory",False,6458,"Guess 2/3 of the average",False
"Category:Fields of application of statistics",False,8312,"Matched molecular pair analysis",False
"Category:Statistical data sets",False,124,"Demographics of Akrotiri and Dhekelia",False
"Category:Statisticians",False,17648,"George Goschen, 1st Viscount Goschen",False
"Category:Fields of application of statistics",False,7252,"John Bowman (broadcaster)",False
"Category:Information, knowledge, and uncertainty",False,10928,"Viatical settlement",False
"Category:Statistical data sets",False,7073,"Lingayen-Lucena corridor",False
"Category:Statistics",False,47705,"Kernel embedding of distributions",False
"Category:Fields of application of statistics",False,3391,"Target costing",False
"Category:Fields of application of statistics",False,6553,"ESCAIDE",False
"Category:Fields of application of statistics",False,126,"ISO 12639",False
"Category:Fields of application of statistics",False,14030,"The Toyota Way",False
"Category:Decision theory",False,795,"Non-cooperative game",False
"Category:Data analysis",False,7683,"Index of dispersion",False
"Category:Statistical charts and diagrams",False,12604,"Treemapping",False
"Category:Fields of application of statistics",False,835,"Financial tester",False
"Category:Fields of application of statistics",False,15063,"Kanban",False
"Category:Fields of application of statistics",False,1992,"Piezomagnetism",False
"Category:Fields of application of statistics",False,15585,"High-performance Integrated Virtual Environment",False
"Category:Fields of application of statistics",False,2940,"Marginal cost of capital schedule",False
"Category:Fields of application of statistics",False,2323,"Hu Huanyong",False
"Category:Data collection",False,28034,"Timeline of telescopes, observatories, and observing technology",False
"Category:Information, knowledge, and uncertainty",False,2660,"Research Diagnostic Criteria",False
"Category:Fields of application of statistics",False,4785,"William Pickles",False
"Category:Information, knowledge, and uncertainty",False,7310,"Intellectual capital",False
"Category:Information, knowledge, and uncertainty",False,5898,"Generally Accepted Auditing Standards",False
"Category:Fields of application of statistics",False,3359,"BioSense",False
"Category:Decision theory",False,56972,"Foreign policy of the George W. Bush administration",False
"Category:Fields of application of statistics",False,9729,"Vertical jump",False
"Category:Fields of application of statistics",False,1256,"Chemtool",False
"Category:Fields of application of statistics",False,1704,"Visa fraud",False
"Category:Statistical theory",False,1028,"Fungible information",False
"Category:Statisticians",False,2375,"Simen Skappel",False
"Category:Fields of application of statistics",False,1595,"Simulation-based acquisition",False
"Category:Statistical theory",False,2958,"Flowgrind",False
"Category:Fields of application of statistics",False,4582,"Aptitude",False
"Category:Fields of application of statistics",False,4658,"PhotoBox",False
"Category:Stochastic processes",False,14848,"Loop-erased random walk",False
"Category:Fields of application of statistics",False,1834,"386 Generation",False
"Category:Stochastic processes",False,10479,"Point process operation",False
"Category:Fields of application of statistics",False,2186,"CPU-bound",False
"Category:Fields of application of statistics",False,19397,"Asset allocation",False
"Category:Multivariate statistics",False,1191,"Tucker decomposition",True
"Category:Information, knowledge, and uncertainty",False,5112,"Media imperialism",False
"Category:Statistical data sets",False,82025,"Languages of Canada",False
"Category:Statistical methods",True,8434,"Two-way analysis of variance",False
"Category:Decision theory",False,3178,"Ticket (election)",False
"Category:Decision theory",False,2150,"Qualitative Military Edge",False
"Category:Fields of application of statistics",False,2400,"Cash on cash return",False
"Category:Data collection",False,5819,"Open access poll",False
"Category:Fields of application of statistics",False,4604,"Software testing outsourcing",False
"Category:Fields of application of statistics",False,34673,"Cosmopolitanism",False
"Category:Fields of application of statistics",False,2687,"Noise floor",False
"Category:Data collection",False,2874,"Resistance to interrogation",False
"Category:Statistical software",False,2604,"Statistical Solutions",False
"Category:Data analysis",False,12471,"Rexer's Annual Data Miner Survey",False
"Category:Fields of application of statistics",False,7779,"Praxis test",False
"Category:Statisticians",False,5649,"Irénée-Jules Bienaymé",False
"Category:Statistical organizations",False,27531,"United States Census",False
"Category:Statistical software",False,5103,"GLIM (software)",False
"Category:Information, knowledge, and uncertainty",False,1431,"Semantic knowledge management",False
"Category:Statistical theory",False,2040,"Studentization",False
"Category:Statistical data types",False,1173,"Substitution bias",False
"Category:Statistical theory",False,13854,"Uncompressed video",False
"Category:Data collection",False,5240,"Webtrekk",False
"Category:Fields of application of statistics",False,3179,"Nyquist plot",False
"Category:Fields of application of statistics",False,580,"Influenza A virus subtype H6N1",False
"Category:Fields of application of statistics",False,6997,"Gantt chart",False
"Category:Data collection",False,11350,"Photometry (astronomy)",False
"Category:Fields of application of statistics",False,2006,"EatherWay",False
"Category:Decision theory",False,3631,"Self-defeating prophecy",False
"Category:Information, knowledge, and uncertainty",False,95870,"Strategic management",False
"Category:Statistical theory",False,169,"Lyapunov's central limit theorem",False
"Category:Fields of application of statistics",False,46388,"Longest tennis match records",False
"Category:Survey methodology",False,6118,"Gross output",False
"Category:Information, knowledge, and uncertainty",False,5727,"3APL",False
"Category:Decision theory",False,1249,"Hiview3",False
"Category:Fields of application of statistics",False,11779,"FocusEconomics",False
"Category:Probability distributions",False,4787,"Pseudo-random number sampling",False
"Category:Statistical terminology",False,2133,"Parametric family",False
"Category:Statistical data coding",False,4159,"NUTS of Portugal",False
"Category:Time series analysis",False,6942,"OSIsoft",False
"Category:Fields of application of statistics",False,31371,"Metabolic syndrome rates around the world",False
"Category:Data collection",False,8241,"Redshift survey",False
"Category:Stochastic processes",False,3205,"Basic affine jump diffusion",False
"Category:Fields of application of statistics",False,6441,"Dănuț Marcu",False
"Category:Fields of application of statistics",False,18173,"Football records in Brazil",False
"Category:Data analysis",False,863,"Table diagonalization",False
"Category:Statistical tests",False,2933,"Sargan test",True
"Category:Fields of application of statistics",False,8387,"System analysis",False
"Category:Fields of application of statistics",False,8106,"Polynomial conjoint measurement",False
"Category:Fields of application of statistics",False,4425,"Strike rate",False
"Category:Stochastic processes",False,6750,"Girsanov theorem",False
"Category:Data collection",False,8860,"Allied Translator and Interpreter Section",False
"Category:Statistical data sets",False,8675,"Municipalities of Sweden",False
"Category:Fields of application of statistics",False,6450,"Margaret Cruikshank",False
"Category:Information, knowledge, and uncertainty",False,80148,"Personal knowledge base",False
"Category:Stochastic processes",False,4156,"Markov kernel",False
"Category:Data analysis",False,12185,"Multispectral pattern recognition",False
"Category:Decision theory",False,17896,"Framing effect (psychology)",False
"Category:Statistical charts and diagrams",False,5139,"Timeline",False
"Category:Decision theory",False,2159,"Asia First",False
"Category:Fields of application of statistics",False,2371,"Shangba",False
"Category:Sampling (statistics)",False,68120,"Climate change denial",False
"Category:Fields of application of statistics",False,8494,"Lean CFP driven",False
"Category:Decision theory",False,11072,"Bertrand competition",False
"Category:Decision theory",False,2790,"Evolution and the Theory of Games",False
"Category:Statistical inference",False,15796,"Bayesian linear regression",False
"Category:Statistical terminology",False,140,"Response variable",False
"Category:Statisticians",False,4373,"Albert Turner Bharucha-Reid",False
"Category:Fields of application of statistics",False,20837,"Race Across America",False
"Category:Stochastic processes",False,6808,"Quadratic variation",False
"Category:Fields of application of statistics",False,1226,"Epidemiology and Infection",False
"Category:Fields of application of statistics",False,1103,"BS 7925-2",False
"Category:Stochastic processes",False,17160,"Gronwall's inequality",False
"Category:Statistical data coding",False,88409,"Catalonia",False
"Category:Statistical theory",False,6960,"Hyperparameter optimization",False
"Category:Statistical data coding",False,19171,"North Holland",False
"Category:Information, knowledge, and uncertainty",False,56,"Haystack answer",False
"Category:Statistical data coding",False,61376,"Thuringia",False
"Category:Fields of application of statistics",False,3225,"System testing",False
"Category:Information, knowledge, and uncertainty",False,10283,"Washington Redskins trademark dispute",False
"Category:Statistical data sets",False,10366,"Trulia",False
"Category:Statisticians",False,13669,"Voros McCracken",False
"Category:Fields of application of statistics",False,3365,"Flat panel detector",False
"Category:Data collection",False,1810,"Win–loss analytics",False
"Category:Stochastic processes",False,22884,"Ergodic theory",False
"Category:Statistical software",False,7707,"ACL (software company)",False
"Category:Fields of application of statistics",False,75,".png",False
"Category:Rankings",False,1190,"International rankings of Sweden",False
"Category:Fields of application of statistics",False,11486,"Numerically controlled oscillator",False
"Category:Decision theory",False,845,"Poll card",False
"Category:Decision theory",False,21345,"Failed state",False
"Category:Fields of application of statistics",False,6404,"Mendelian randomization",False
"Category:Fields of application of statistics",False,4091,"ProtCID",False
"Category:Statistical data coding",False,47444,"Lower Saxony",False
"Category:Fields of application of statistics",False,7293,"Sanity testing",False
"Category:Fields of application of statistics",False,5023,"Compulsory sterilisation in Sweden",False
"Category:Fields of application of statistics",False,10966,"US Junior Open squash championship",False
"Category:Fields of application of statistics",False,18863,"Goertzel algorithm",False
"Category:Decision theory",False,9646,"Sperner's lemma",False
"Category:Fields of application of statistics",False,2975,"Extra base hit",False
"Category:Information, knowledge, and uncertainty",False,15890,"Success likelihood index method",False
"Category:Fields of application of statistics",False,678,"Government Operational Research Service",False
"Category:Fields of application of statistics",False,6292,"Microarchitecture simulation",False
"Category:Statisticians",False,9797,"Harald Cramér",False
"Category:Survey methodology",False,10068,"Wage",False
"Category:Fields of application of statistics",False,6453,"DNA microarray experiment",False
"Category:Data collection",False,22845,"Sloan Digital Sky Survey",False
"Category:Statistics stubs",False,1425,"Main effect",True
"Category:Statistical randomness",False,3300,"Cosma Shalizi",False
"Category:Fields of application of statistics",False,79344,"Football records in Spain",False
"Category:Information, knowledge, and uncertainty",False,4271,"Knock-for-knock agreement",False
"Category:Information, knowledge, and uncertainty",False,4625,"Bruce Lehman",False
"Category:Decision theory",False,17429,"Branding national myths and symbols",False
"Category:Statistical data types",False,44549,"Income inequality metrics",False
"Category:Statisticians",False,3917,"Estate Khmaladze",False
"Category:Data collection",False,5139,"Oktopost",False
"Category:Fields of application of statistics",False,11178,"Index case",False
"Category:Information, knowledge, and uncertainty",False,12050,"Beyond Citizen Kane",False
"Category:Statistical theory",False,1454,"Bipolar violation",False
"Category:Information, knowledge, and uncertainty",False,13330,"Audio mastering",False
"Category:Statisticians",False,17479,"Peter Whittle",False
"Category:Rankings",False,3376,"International rankings of Belgium",False
"Category:Information, knowledge, and uncertainty",False,8647,"External auditor",False
"Category:Survey methodology",False,25243,"Interview",False
"Category:Fields of application of statistics",False,28922,"Expatriate",False
"Category:Fields of application of statistics",False,3140,"Balanced histogram thresholding",False
"Category:Fields of application of statistics",False,12501,"Active vision",False
"Category:Fields of application of statistics",False,3857,"Test effort",False
